# t  tau  phi  dphi  a  H  zppz  N
34.1 9.19031 14.8393 -0.00471168 36.5716 0.104983 29.571 3.59927
34.2 9.19303 14.8389 -0.00471168 36.9576 0.104979 30.1966 3.60977
34.3 9.19572 14.8384 -0.00471168 37.3476 0.104976 30.8353 3.62027
34.4 9.19839 14.8379 -0.00471168 37.7417 0.104973 31.4876 3.63077
34.5 9.20102 14.8374 -0.00471167 38.14 0.104969 32.1536 3.64126
34.6 9.20363 14.837 -0.00471167 38.5424 0.104966 32.8336 3.65176
34.7 9.20621 14.8365 -0.00471167 38.9491 0.104963 33.5281 3.66226
34.8 9.20876 14.836 -0.00471167 39.3601 0.104959 34.2372 3.67275
34.9 9.21129 14.8356 -0.00471167 39.7754 0.104956 34.9613 3.68325
35 9.21379 14.8351 -0.00471167 40.195 0.104953 35.7006 3.69374
35.1 9.21627 14.8346 -0.00471167 40.6191 0.104949 36.4556 3.70424
35.2 9.21872 14.8341 -0.00471167 41.0476 0.104946 37.2265 3.71473
35.3 9.22114 14.8337 -0.00471167 41.4807 0.104943 38.0137 3.72523
35.4 9.22354 14.8332 -0.00471167 41.9183 0.104939 38.8175 3.73572
35.5 9.22591 14.8327 -0.00471167 42.3605 0.104936 39.6383 3.74622
35.6 9.22826 14.8323 -0.00471167 42.8073 0.104933 40.4764 3.75671
35.7 9.23058 14.8318 -0.00471167 43.2589 0.104929 41.3322 3.7672
35.8 9.23288 14.8313 -0.00471167 43.7152 0.104926 42.2061 3.7777
35.9 9.23516 14.8308 -0.00471167 44.1763 0.104923 43.0984 3.78819
36 9.23741 14.8304 -0.00471167 44.6422 0.104919 44.0096 3.79868
36.1 9.23964 14.8299 -0.00471167 45.1131 0.104916 44.94 3.80917
36.2 9.24184 14.8294 -0.00471167 45.5888 0.104913 45.89 3.81966
36.3 9.24403 14.829 -0.00471167 46.0696 0.104909 46.8601 3.83015
36.4 9.24618 14.8285 -0.00471167 46.5555 0.104906 47.8506 3.84064
36.5 9.24832 14.828 -0.00471167 47.0464 0.104903 48.8621 3.85114
36.6 9.25044 14.8275 -0.00471167 47.5426 0.104899 49.8949 3.86163
36.7 9.25253 14.8271 -0.00471167 48.0439 0.104896 50.9495 3.87212
36.8 9.2546 14.8266 -0.00471167 48.5505 0.104893 52.0264 3.8826
36.9 9.25665 14.8261 -0.00471167 49.0624 0.10489 53.126 3.89309
37 9.25868 14.8257 -0.00471167 49.5798 0.104886 54.2488 3.90358
37.1 9.26068 14.8252 -0.00471167 50.1025 0.104883 55.3952 3.91407
37.2 9.26267 14.8247 -0.00471167 50.6308 0.10488 56.5659 3.92456
37.3 9.26463 14.8242 -0.00471167 51.1646 0.104876 57.7613 3.93505
37.4 9.26658 14.8238 -0.00471167 51.704 0.104873 58.9819 3.94553
37.5 9.2685 14.8233 -0.00471167 52.249 0.10487 60.2282 3.95602
37.6 9.2704 14.8228 -0.00471167 52.7998 0.104866 61.5009 3.96651
37.7 9.27229 14.8224 -0.00471167 53.3564 0.104863 62.8004 3.97699
37.8 9.27415 14.8219 -0.00471167 53.9189 0.10486 64.1273 3.98748
37.9 9.276 14.8214 -0.00471167 54.4872 0.104856 65.4822 3.99797
38 9.27782 14.8209 -0.00471167 55.0616 0.104853 66.8657 4.00845
38.1 9.27963 14.8205 -0.00471167 55.6419 0.10485 68.2784 4.01894
38.2 9.28142 14.82 -0.00471167 56.2284 0.104846 69.7208 4.02942
38.3 9.28319 14.8195 -0.00471167 56.821 0.104843 71.1937 4.03991
38.4 9.28494 14.8191 -0.00471167 57.4199 0.10484 72.6977 4.05039
38.5 9.28667 14.8186 -0.00471167 58.025 0.104836 74.2334 4.06087
38.6 9.28838 14.8181 -0.00471167 58.6365 0.104833 75.8015 4.07136
38.7 9.29008 14.8177 -0.00471167 59.2545 0.10483 77.4026 4.08184
38.8 9.29176 14.8172 -0.00471167 59.8789 0.104826 79.0375 4.09232
38.9 9.29342 14.8167 -0.00471167 60.5099 0.104823 80.7069 4.10281
39 9.29507 14.8162 -0.00471167 61.1475 0.10482 82.4115 4.11329
39.1 9.29669 14.8158 -0.00471167 61.7918 0.104816 84.1521 4.12377
39.2 9.2983 14.8153 -0.00471167 62.4428 0.104813 85.9293 4.13425
39.3 9.2999 14.8148 -0.00471167 63.1008 0.10481 87.744 4.14473
39.4 9.30147 14.8144 -0.00471167 63.7656 0.104806 89.597 4.15521
39.5 9.30303 14.8139 -0.00471167 64.4374 0.104803 91.4891 4.16569
39.6 9.30458 14.8134 -0.00471167 65.1162 0.1048 93.421 4.17617
39.7 9.3061 14.8129 -0.00471167 65.8022 0.104796 95.3937 4.18665
39.8 9.30761 14.8125 -0.00471167 66.4954 0.104793 97.408 4.19713
39.9 9.30911 14.812 -0.00471167 67.1959 0.10479 99.4647 4.20761
40 9.31059 14.8115 -0.00471167 67.9038 0.104786 101.565 4.21809
40.1 9.31206 14.8111 -0.00471167 68.619 0.104783 103.709 4.22857
40.2 9.31351 14.8106 -0.00471167 69.3418 0.10478 105.899 4.23905
40.3 9.31494 14.8101 -0.00471167 70.0722 0.104776 108.135 4.24953
40.4 9.31636 14.8096 -0.00471167 70.8102 0.104773 110.417 4.26
40.5 9.31777 14.8092 -0.00471167 71.556 0.10477 112.748 4.27048
40.6 9.31916 14.8087 -0.00471167 72.3096 0.104766 115.128 4.28096
40.7 9.32053 14.8082 -0.00471167 73.0711 0.104763 117.559 4.29143
40.8 9.32189 14.8078 -0.00471167 73.8407 0.10476 120.04 4.30191
40.9 9.32324 14.8073 -0.00471167 74.6183 0.104756 122.574 4.31239
41 9.32457 14.8068 -0.00471167 75.404 0.104753 125.161 4.32286
41.1 9.32589 14.8063 -0.00471167 76.1981 0.10475 127.803 4.33334
41.2 9.3272 14.8059 -0.00471166 77.0004 0.104746 130.5 4.34381
41.3 9.32849 14.8054 -0.00471166 77.8112 0.104743 133.255 4.35429
41.4 9.32977 14.8049 -0.00471166 78.6305 0.10474 136.067 4.36476
41.5 9.33103 14.8045 -0.00471166 79.4584 0.104736 138.938 4.37523
41.6 9.33228 14.804 -0.00471166 80.2949 0.104733 141.87 4.38571
41.7 9.33352 14.8035 -0.00471166 81.1403 0.10473 144.864 4.39618
41.8 9.33475 14.803 -0.00471166 81.9945 0.104726 147.921 4.40665
41.9 9.33596 14.8026 -0.00471166 82.8577 0.104723 151.042 4.41713
42 9.33716 14.8021 -0.00471166 83.73 0.10472 154.229 4.4276
42.1 9.33835 14.8016 -0.00471166 84.6114 0.104716 157.484 4.43807
42.2 9.33953 14.8012 -0.00471166 85.5021 0.104713 160.806 4.44854
42.3 9.34069 14.8007 -0.00471166 86.4021 0.10471 164.199 4.45901
42.4 9.34184 14.8002 -0.00471166 87.3115 0.104706 167.663 4.46948
42.5 9.34298 14.7997 -0.00471166 88.2305 0.104703 171.201 4.47995
42.6 9.34411 14.7993 -0.00471166 89.1592 0.1047 174.812 4.49042
42.7 9.34522 14.7988 -0.00471166 90.0975 0.104696 178.5 4.50089
42.8 9.34633 14.7983 -0.00471166 91.0458 0.104693 182.266 4.51136
42.9 9.34742 14.7979 -0.00471166 92.0039 0.10469 186.11 4.52183
43 9.3485 14.7974 -0.00471166 92.9722 0.104686 190.036 4.5323
43.1 9.34957 14.7969 -0.00471166 93.9506 0.104683 194.044 4.54277
43.2 9.35063 14.7964 -0.00471166 94.9392 0.10468 198.137 4.55324
43.3 9.35168 14.796 -0.00471166 95.9382 0.104676 202.316 4.5637
43.4 9.35272 14.7955 -0.00471166 96.9477 0.104673 206.583 4.57417
43.5 9.35374 14.795 -0.00471166 97.9678 0.10467 210.94 4.58464
43.6 9.35476 14.7946 -0.00471166 98.9986 0.104666 215.389 4.59511
43.7 9.35576 14.7941 -0.00471166 100.04 0.104663 219.931 4.60557
43.8 9.35676 14.7936 -0.00471166 101.093 0.10466 224.569 4.61604
43.9 9.35774 14.7931 -0.00471166 102.156 0.104656 229.305 4.6265
44 9.35871 14.7927 -0.00471166 103.231 0.104653 234.14 4.63697
44.1 9.35968 14.7922 -0.00471166 104.317 0.10465 239.077 4.64744
44.2 9.36063 14.7917 -0.00471166 105.414 0.104646 244.118 4.6579
44.3 9.36158 14.7913 -0.00471166 106.523 0.104643 249.265 4.66836
44.4 9.36251 14.7908 -0.00471166 107.644 0.10464 254.521 4.67883
44.5 9.36343 14.7903 -0.00471166 108.776 0.104636 259.887 4.68929
44.6 9.36435 14.7899 -0.00471166 109.92 0.104633 265.366 4.69976
44.7 9.36525 14.7894 -0.00471166 111.076 0.10463 270.96 4.71022
44.8 9.36615 14.7889 -0.00471166 112.245 0.104626 276.673 4.72068
44.9 9.36704 14.7884 -0.00471166 113.425 0.104623 282.505 4.73114
45 9.36791 14.788 -0.00471166 114.618 0.10462 288.46 4.74161
45.1 9.36878 14.7875 -0.00471166 115.824 0.104616 294.541 4.75207
45.2 9.36964 14.787 -0.00471166 117.042 0.104613 300.749 4.76253
45.3 9.37049 14.7866 -0.00471166 118.272 0.10461 307.088 4.77299
45.4 9.37133 14.7861 -0.00471166 119.516 0.104606 313.561 4.78345
45.5 9.37216 14.7856 -0.00471166 120.773 0.104603 320.17 4.79391
45.6 9.37299 14.7851 -0.00471166 122.043 0.1046 326.918 4.80437
45.7 9.3738 14.7847 -0.00471166 123.326 0.104596 333.807 4.81483
45.8 9.37461 14.7842 -0.00471166 124.623 0.104593 340.842 4.82529
45.9 9.37541 14.7837 -0.00471166 125.933 0.10459 348.025 4.83575
46 9.3762 14.7833 -0.00471166 127.257 0.104586 355.359 4.84621
46.1 9.37698 14.7828 -0.00471166 128.595 0.104583 362.847 4.85667
46.2 9.37775 14.7823 -0.00471166 129.947 0.10458 370.493 4.86713
46.3 9.37852 14.7818 -0.00471166 131.313 0.104576 378.3 4.87758
46.4 9.37927 14.7814 -0.00471166 132.693 0.104573 386.271 4.88804
46.5 9.38002 14.7809 -0.00471166 134.088 0.10457 394.409 4.8985
46.6 9.38077 14.7804 -0.00471166 135.498 0.104566 402.719 4.90896
46.7 9.3815 14.78 -0.00471166 136.922 0.104563 411.204 4.91941
46.8 9.38223 14.7795 -0.00471166 138.361 0.10456 419.867 4.92987
46.9 9.38295 14.779 -0.00471166 139.816 0.104557 428.712 4.94032
47 9.38366 14.7785 -0.00471166 141.285 0.104553 437.744 4.95078
47.1 9.38436 14.7781 -0.00471166 142.77 0.10455 446.965 4.96123
47.2 9.38506 14.7776 -0.00471166 144.27 0.104547 456.38 4.97169
47.3 9.38575 14.7771 -0.00471166 145.787 0.104543 465.993 4.98214
47.4 9.38643 14.7767 -0.00471166 147.319 0.10454 475.809 4.9926
47.5 9.38711 14.7762 -0.00471166 148.867 0.104537 485.831 5.00305
47.6 9.38777 14.7757 -0.00471166 150.431 0.104533 496.064 5.01351
47.7 9.38843 14.7752 -0.00471166 152.012 0.10453 506.511 5.02396
47.8 9.38909 14.7748 -0.00471165 153.609 0.104527 517.179 5.03441
47.9 9.38974 14.7743 -0.00471165 155.223 0.104523 528.071 5.04486
48 9.39038 14.7738 -0.00471165 156.854 0.10452 539.192 5.05532
48.1 9.39101 14.7734 -0.00471165 158.502 0.104517 550.546 5.06577
48.2 9.39164 14.7729 -0.00471165 160.167 0.104513 562.14 5.07622
48.3 9.39226 14.7724 -0.00471165 161.85 0.10451 573.977 5.08667
48.4 9.39288 14.7719 -0.00471165 163.55 0.104507 586.063 5.09712
48.5 9.39348 14.7715 -0.00471165 165.269 0.104503 598.403 5.10757
48.6 9.39409 14.771 -0.00471165 167.005 0.1045 611.003 5.11802
48.7 9.39468 14.7705 -0.00471165 168.759 0.104497 623.867 5.12847
48.8 9.39527 14.7701 -0.00471165 170.532 0.104493 637.002 5.13892
48.9 9.39585 14.7696 -0.00471165 172.323 0.10449 650.413 5.14937
49 9.39643 14.7691 -0.00471165 174.133 0.104487 664.106 5.15982
49.1 9.397 14.7686 -0.00471165 175.962 0.104483 678.087 5.17027
49.2 9.39757 14.7682 -0.00471165 177.81 0.10448 692.362 5.18072
49.3 9.39813 14.7677 -0.00471165 179.678 0.104477 706.936 5.19116
49.4 9.39868 14.7672 -0.00471165 181.565 0.104473 721.817 5.20161
49.5 9.39923 14.7668 -0.00471165 183.471 0.10447 737.011 5.21206
49.6 9.39977 14.7663 -0.00471165 185.398 0.104467 752.524 5.22251
49.7 9.40031 14.7658 -0.00471165 187.345 0.104463 768.363 5.23295
49.8 9.40084 14.7654 -0.00471165 189.312 0.10446 784.535 5.2434
49.9 9.40136 14.7649 -0.00471165 191.3 0.104457 801.047 5.25384
50 9.40188 14.7644 -0.00471165 193.309 0.104453 817.905 5.26429
50.1 9.4024 14.7639 -0.00471165 195.339 0.10445 835.118 5.27473
50.2 9.40291 14.7635 -0.00471165 197.39 0.104447 852.693 5.28518
50.3 9.40341 14.763 -0.00471165 199.462 0.104443 870.637 5.29562
50.4 9.40391 14.7625 -0.00471165 201.556 0.10444 888.958 5.30607
50.5 9.4044 14.7621 -0.00471165 203.672 0.104437 907.663 5.31651
50.6 9.40489 14.7616 -0.00471165 205.81 0.104433 926.762 5.32696
50.7 9.40538 14.7611 -0.00471165 207.971 0.10443 946.262 5.3374
50.8 9.40585 14.7606 -0.00471165 210.154 0.104427 966.172 5.34784
50.9 9.40633 14.7602 -0.00471165 212.36 0.104423 986.5 5.35828
51 9.4068 14.7597 -0.00471165 214.589 0.10442 1007.25 5.36873
51.1 9.40726 14.7592 -0.00471165 216.842 0.104417 1028.45 5.37917
51.2 9.40772 14.7588 -0.00471165 219.118 0.104413 1050.08 5.38961
51.3 9.40817 14.7583 -0.00471165 221.418 0.10441 1072.17 5.40005
51.4 9.40862 14.7578 -0.00471165 223.741 0.104407 1094.73 5.41049
51.5 9.40907 14.7573 -0.00471165 226.09 0.104403 1117.76 5.42093
51.6 9.40951 14.7569 -0.00471165 228.462 0.1044 1141.27 5.43137
51.7 9.40994 14.7564 -0.00471165 230.86 0.104397 1165.27 5.44181
51.8 9.41037 14.7559 -0.00471165 233.283 0.104393 1189.78 5.45225
51.9 9.4108 14.7555 -0.00471165 235.731 0.10439 1214.81 5.46269
52 9.41122 14.755 -0.00471165 238.204 0.104387 1240.36 5.47313
52.1 9.41164 14.7545 -0.00471165 240.704 0.104383 1266.44 5.48357
52.2 9.41205 14.754 -0.00471165 243.23 0.10438 1293.08 5.49401
52.3 9.41246 14.7536 -0.00471165 245.782 0.104377 1320.27 5.50444
52.4 9.41287 14.7531 -0.00471165 248.36 0.104373 1348.04 5.51488
52.5 9.41327 14.7526 -0.00471165 250.966 0.10437 1376.38 5.52532
52.6 9.41366 14.7522 -0.00471165 253.599 0.104367 1405.33 5.53576
52.7 9.41406 14.7517 -0.00471165 256.26 0.104363 1434.88 5.54619
52.8 9.41444 14.7512 -0.00471165 258.948 0.10436 1465.05 5.55663
52.9 9.41483 14.7507 -0.00471165 261.665 0.104357 1495.85 5.56706
53 9.41521 14.7503 -0.00471165 264.41 0.104353 1527.3 5.5775
53.1 9.41558 14.7498 -0.00471165 267.183 0.10435 1559.41 5.58793
53.2 9.41596 14.7493 -0.00471165 269.986 0.104347 1592.2 5.59837
53.3 9.41632 14.7489 -0.00471165 272.818 0.104343 1625.67 5.6088
53.4 9.41669 14.7484 -0.00471165 275.679 0.10434 1659.85 5.61924
53.5 9.41705 14.7479 -0.00471165 278.571 0.104337 1694.74 5.62967
53.6 9.41741 14.7474 -0.00471165 281.492 0.104333 1730.37 5.64011
53.7 9.41776 14.747 -0.00471165 284.445 0.10433 1766.74 5.65054
53.8 9.41811 14.7465 -0.00471165 287.428 0.104327 1803.88 5.66097
53.9 9.41846 14.746 -0.00471165 290.442 0.104323 1841.79 5.6714
54 9.4188 14.7456 -0.00471165 293.488 0.10432 1880.51 5.68184
54.1 9.41914 14.7451 -0.00471165 296.565 0.104317 1920.03 5.69227
54.2 9.41947 14.7446 -0.00471165 299.675 0.104313 1960.38 5.7027
54.3 9.41981 14.7441 -0.00471164 302.817 0.10431 2001.58 5.71313
54.4 9.42013 14.7437 -0.00471164 305.993 0.104307 2043.65 5.72356
54.5 9.42046 14.7432 -0.00471164 309.201 0.104303 2086.6 5.73399
54.6 9.42078 14.7427 -0.00471164 312.443 0.1043 2130.44 5.74442
54.7 9.4211 14.7423 -0.00471164 315.719 0.104297 2175.21 5.75485
54.8 9.42141 14.7418 -0.00471164 319.029 0.104293 2220.92 5.76528
54.9 9.42173 14.7413 -0.00471164 322.373 0.10429 2267.59 5.77571
55 9.42203 14.7409 -0.00471164 325.753 0.104287 2315.23 5.78614
55.1 9.42234 14.7404 -0.00471164 329.168 0.104283 2363.88 5.79657
55.2 9.42264 14.7399 -0.00471164 332.618 0.10428 2413.55 5.807
55.3 9.42294 14.7394 -0.00471164 336.105 0.104277 2464.25 5.81742
55.4 9.42324 14.739 -0.00471164 339.628 0.104273 2516.02 5.82785
55.5 9.42353 14.7385 -0.00471164 343.188 0.10427 2568.88 5.83828
55.6 9.42382 14.738 -0.00471164 346.785 0.104267 2622.85 5.84871
55.7 9.42411 14.7376 -0.00471164 350.42 0.104263 2677.95 5.85913
55.8 9.42439 14.7371 -0.00471164 354.092 0.10426 2734.2 5.86956
55.9 9.42467 14.7366 -0.00471164 357.803 0.104257 2791.63 5.87998
56 9.42495 14.7361 -0.00471164 361.553 0.104253 2850.27 5.89041
56.1 9.42523 14.7357 -0.00471164 365.342 0.10425 2910.14 5.90083
56.2 9.4255 14.7352 -0.00471164 369.171 0.104247 2971.26 5.91126
56.3 9.42577 14.7347 -0.00471164 373.039 0.104243 3033.67 5.92168
56.4 9.42603 14.7343 -0.00471164 376.948 0.10424 3097.38 5.93211
56.5 9.4263 14.7338 -0.00471164 380.898 0.104237 3162.43 5.94253
56.6 9.42656 14.7333 -0.00471164 384.889 0.104234 3228.84 5.95296
56.7 9.42682 14.7328 -0.00471164 388.922 0.10423 3296.65 5.96338
56.8 9.42707 14.7324 -0.00471164 392.997 0.104227 3365.88 5.9738
56.9 9.42733 14.7319 -0.00471164 397.114 0.104224 3436.56 5.98422
57 9.42758 14.7314 -0.00471164 401.275 0.10422 3508.72 5.99465
57.1 9.42782 14.731 -0.00471164 405.479 0.104217 3582.39 6.00507
57.2 9.42807 14.7305 -0.00471164 409.726 0.104214 3657.61 6.01549
57.3 9.42831 14.73 -0.00471164 414.019 0.10421 3734.41 6.02591
57.4 9.42855 14.7295 -0.00471164 418.356 0.104207 3812.81 6.03633
57.5 9.42879 14.7291 -0.00471164 422.738 0.104204 3892.86 6.04675
57.6 9.42903 14.7286 -0.00471164 427.166 0.1042 3974.59 6.05717
57.7 9.42926 14.7281 -0.00471164 431.64 0.104197 4058.03 6.06759
57.8 9.42949 14.7277 -0.00471164 436.161 0.104194 4143.22 6.07801
57.9 9.42972 14.7272 -0.00471164 440.729 0.10419 4230.19 6.08843
58 9.42994 14.7267 -0.00471164 445.345 0.104187 4318.99 6.09885
58.1 9.43017 14.7262 -0.00471164 450.009 0.104184 4409.65 6.10927
58.2 9.43039 14.7258 -0.00471164 454.722 0.10418 4502.2 6.11969
58.3 9.43061 14.7253 -0.00471164 459.484 0.104177 4596.7 6.1301
58.4 9.43082 14.7248 -0.00471164 464.296 0.104174 4693.18 6.14052
58.5 9.43104 14.7244 -0.00471164 469.158 0.10417 4791.68 6.15094
58.6 9.43125 14.7239 -0.00471164 474.07 0.104167 4892.24 6.16136
58.7 9.43146 14.7234 -0.00471164 479.034 0.104164 4994.91 6.17177
58.8 9.43167 14.7229 -0.00471164 484.05 0.10416 5099.74 6.18219
58.9 9.43187 14.7225 -0.00471164 489.118 0.104157 5206.75 6.1926
59 9.43208 14.722 -0.00471164 494.239 0.104154 5316.02 6.20302
59.1 9.43228 14.7215 -0.00471164 499.414 0.10415 5427.57 6.21344
59.2 9.43248 14.7211 -0.00471164 504.642 0.104147 5541.45 6.22385
59.3 9.43267 14.7206 -0.00471164 509.925 0.104144 5657.73 6.23426
59.4 9.43287 14.7201 -0.00471164 515.264 0.10414 5776.43 6.24468
59.5 9.43306 14.7196 -0.00471164 520.658 0.104137 5897.63 6.25509
59.6 9.43325 14.7192 -0.00471164 526.108 0.104134 6021.36 6.26551
59.7 9.43344 14.7187 -0.00471164 531.615 0.10413 6147.69 6.27592
59.8 9.43363 14.7182 -0.00471164 537.179 0.104127 6276.66 6.28633
59.9 9.43381 14.7178 -0.00471164 542.802 0.104124 6408.34 6.29674
60 9.434 14.7173 -0.00471164 548.483 0.10412 6542.77 6.30716
60.1 9.43418 14.7168 -0.00471164 554.224 0.104117 6680.02 6.31757
60.2 9.43436 14.7163 -0.00471164 560.024 0.104114 6820.14 6.32798
60.3 9.43454 14.7159 -0.00471164 565.885 0.10411 6963.19 6.33839
60.4 9.43471 14.7154 -0.00471164 571.807 0.104107 7109.25 6.3488
60.5 9.43489 14.7149 -0.00471164 577.791 0.104104 7258.36 6.35921
60.6 9.43506 14.7145 -0.00471164 583.838 0.1041 7410.59 6.36962
60.7 9.43523 14.714 -0.00471164 589.947 0.104097 7566.01 6.38003
60.8 9.4354 14.7135 -0.00471164 596.12 0.104094 7724.69 6.39044
60.9 9.43556 14.7131 -0.00471163 602.358 0.10409 7886.68 6.40085
61 9.43573 14.7126 -0.00471163 608.66 0.104087 8052.07 6.41126
61.1 9.43589 14.7121 -0.00471163 615.029 0.104084 8220.93 6.42167
61.2 9.43605 14.7116 -0.00471163 621.464 0.10408 8393.32 6.43208
61.3 9.43621 14.7112 -0.00471163 627.965 0.104077 8569.31 6.44249
61.4 9.43637 14.7107 -0.00471163 634.535 0.104074 8749 6.45289
61.5 9.43653 14.7102 -0.00471163 641.173 0.10407 8932.44 6.4633
61.6 9.43668 14.7098 -0.00471163 647.881 0.104067 9119.72 6.47371
61.7 9.43684 14.7093 -0.00471163 654.658 0.104064 9310.93 6.48411
61.8 9.43699 14.7088 -0.00471163 661.506 0.10406 9506.13 6.49452
61.9 9.43714 14.7083 -0.00471163 668.426 0.104057 9705.43 6.50493
62 9.43729 14.7079 -0.00471163 675.417 0.104054 9908.89 6.51533
62.1 9.43744 14.7074 -0.00471163 682.482 0.10405 10116.6 6.52574
62.2 9.43758 14.7069 -0.00471163 689.62 0.104047 10328.7 6.53614
62.3 9.43773 14.7065 -0.00471163 696.833 0.104044 10545.2 6.54655
62.4 9.43787 14.706 -0.00471163 704.121 0.10404 10766.2 6.55695
62.5 9.43801 14.7055 -0.00471163 711.484 0.104037 10991.9 6.56735
62.6 9.43815 14.705 -0.00471163 718.925 0.104034 11222.3 6.57776
62.7 9.43829 14.7046 -0.00471163 726.443 0.10403 11457.5 6.58816
62.8 9.43843 14.7041 -0.00471163 734.04 0.104027 11697.6 6.59856
62.9 9.43856 14.7036 -0.00471163 741.715 0.104024 11942.8 6.60897
63 9.4387 14.7032 -0.00471163 749.471 0.10402 12193.1 6.61937
63.1 9.43883 14.7027 -0.00471163 757.308 0.104017 12448.6 6.62977
63.2 9.43896 14.7022 -0.00471163 765.226 0.104014 12709.5 6.64017
63.3 9.43909 14.7017 -0.00471163 773.227 0.10401 12975.8 6.65057
63.4 9.43922 14.7013 -0.00471163 781.311 0.104007 13247.7 6.66097
63.5 9.43935 14.7008 -0.00471163 789.48 0.104004 13525.3 6.67137
63.6 9.43947 14.7003 -0.00471163 797.733 0.104 13808.7 6.68177
63.7 9.4396 14.6999 -0.00471163 806.073 0.103997 14098 6.69217
63.8 9.43972 14.6994 -0.00471163 814.499 0.103994 14393.4 6.70257
63.9 9.43984 14.6989 -0.00471163 823.014 0.10399 14694.9 6.71297
64 9.43996 14.6984 -0.00471163 831.617 0.103987 15002.8 6.72337
64.1 9.44008 14.698 -0.00471163 840.309 0.103984 15317.1 6.73377
64.2 9.4402 14.6975 -0.00471163 849.093 0.10398 15638 6.74417
64.3 9.44032 14.697 -0.00471163 857.968 0.103977 15965.6 6.75457
64.4 9.44043 14.6966 -0.00471163 866.935 0.103974 16300 6.76496
64.5 9.44055 14.6961 -0.00471163 875.996 0.10397 16641.5 6.77536
64.6 9.44066 14.6956 -0.00471163 885.151 0.103967 16990 6.78576
64.7 9.44077 14.6951 -0.00471163 894.401 0.103964 17345.9 6.79615
64.8 9.44089 14.6947 -0.00471163 903.748 0.10396 17709.2 6.80655
64.9 9.441 14.6942 -0.00471163 913.192 0.103957 18080.1 6.81695
65 9.4411 14.6937 -0.00471163 922.735 0.103954 18458.8 6.82734
65.1 9.44121 14.6933 -0.00471163 932.377 0.10395 18845.4 6.83774
65.2 9.44132 14.6928 -0.00471163 942.12 0.103947 19240 6.84813
65.3 9.44142 14.6923 -0.00471163 951.963 0.103944 19642.9 6.85853
65.4 9.44153 14.6918 -0.00471163 961.91 0.10394 20054.3 6.86892
65.5 9.44163 14.6914 -0.00471163 971.96 0.103937 20474.2 6.87931
65.6 9.44173 14.6909 -0.00471163 982.115 0.103934 20902.9 6.88971
65.7 9.44184 14.6904 -0.00471163 992.375 0.10393 21340.6 6.9001
65.8 9.44194 14.69 -0.00471163 1002.74 0.103927 21787.4 6.91049
65.9 9.44204 14.6895 -0.00471163 1013.22 0.103924 22243.6 6.92089
66 9.44213 14.689 -0.00471163 1023.8 0.10392 22709.3 6.93128
66.1 9.44223 14.6886 -0.00471163 1034.5 0.103917 23184.8 6.94167
66.2 9.44233 14.6881 -0.00471163 1045.3 0.103914 23670.1 6.95206
66.3 9.44242 14.6876 -0.00471163 1056.22 0.10391 24165.7 6.96245
66.4 9.44252 14.6871 -0.00471163 1067.25 0.103907 24671.6 6.97284
66.5 9.44261 14.6867 -0.00471163 1078.4 0.103904 25188 6.98324
66.6 9.4427 14.6862 -0.00471163 1089.66 0.103901 25715.3 6.99363
66.7 9.44279 14.6857 -0.00471163 1101.05 0.103897 26253.5 7.00402
66.8 9.44288 14.6853 -0.00471163 1112.54 0.103894 26803 7.0144
66.9 9.44297 14.6848 -0.00471163 1124.16 0.103891 27364.1 7.02479
67 9.44306 14.6843 -0.00471163 1135.9 0.103887 27936.8 7.03518
67.1 9.44315 14.6838 -0.00471163 1147.76 0.103884 28521.5 7.04557
67.2 9.44324 14.6834 -0.00471163 1159.75 0.103881 29118.4 7.05596
67.3 9.44332 14.6829 -0.00471162 1171.86 0.103877 29727.8 7.06635
67.4 9.44341 14.6824 -0.00471162 1184.1 0.103874 30349.9 7.07674
67.5 9.44349 14.682 -0.00471162 1196.46 0.103871 30985 7.08712
67.6 9.44357 14.6815 -0.00471162 1208.95 0.103867 31633.4 7.09751
67.7 9.44366 14.681 -0.00471162 1221.57 0.103864 32295.3 7.1079
67.8 9.44374 14.6805 -0.00471162 1234.33 0.103861 32971.1 7.11828
67.9 9.44382 14.6801 -0.00471162 1247.21 0.103857 33661 7.12867
68 9.4439 14.6796 -0.00471162 1260.24 0.103854 34365.2 7.13905
68.1 9.44398 14.6791 -0.00471162 1273.39 0.103851 35084.3 7.14944
68.2 9.44405 14.6787 -0.00471162 1286.68 0.103847 35818.3 7.15982
68.3 9.44413 14.6782 -0.00471162 1300.12 0.103844 36567.6 7.17021
68.4 9.44421 14.6777 -0.00471162 1313.69 0.103841 37332.6 7.18059
68.5 9.44428 14.6772 -0.00471162 1327.4 0.103837 38113.6 7.19098
68.6 9.44436 14.6768 -0.00471162 1341.25 0.103834 38910.9 7.20136
68.7 9.44443 14.6763 -0.00471162 1355.25 0.103831 39724.9 7.21174
68.8 9.44451 14.6758 -0.00471162 1369.4 0.103827 40555.8 7.22213
